"","Date","year","month","day","hours","Delhi.Generation","Schedule.from.Grid","Drawl.from.Grid","Demand.met","OD.UD","Frequency"
"1",2012-04-01,"2012","04","01","00",1034.86,1856.2,1320.295,2355.155,-535.905,49.824
"2",2012-04-01,"2012","04","01","01",1017.04,1337.45,1209.91,2226.95,-127.54,49.954
"3",2012-04-01,"2012","04","01","02",973.805,1052.495,1065.93,2039.735,13.435,49.851
"4",2012-04-01,"2012","04","01","03",936.545,1373.97,1055.665,1992.21,-318.305,50.005
"5",2012-04-01,"2012","04","01","04",920.63,1023.91,1027.84,1948.47,3.93,50.137
"6",2012-04-01,"2012","04","01","05",922.465,1031.03,1091.42,2013.885,60.39,50.061
"7",2012-04-01,"2012","04","01","06",955.81,1031.03,1245.875,2201.685,214.845,50.01
"8",2012-04-01,"2012","04","01","07",973.985,1031.03,1458.79,2432.775,427.76,50.1345
"9",2012-04-01,"2012","04","01","08",957.92,1643.685,1553.65,2511.57,-90.035,50.1955
"10",2012-04-01,"2012","04","01","09",956.7,1716.445,1537.335,2494.035,-179.11,50.171
"11",2012-04-01,"2012","04","01","10",947.03,1974.23,1593.85,2540.88,-380.38,50.2395
"12",2012-04-01,"2012","04","01","11",936.96,1843.435,1658.975,2595.935,-184.46,49.978
"13",2012-04-01,"2012","04","01","12",946.92,1881.355,1701.64,2648.56,-179.715,50.0565
"14",2012-04-01,"2012","04","01","13",979.64,2025.945,1638.825,2618.465,-387.12,50.1025
"15",2012-04-01,"2012","04","01","14",1011.1,2052.035,1486.06,2497.16,-565.975,49.934
"16",2012-04-01,"2012","04","01","15",997.58,2049.185,1572.94,2570.52,-476.245,50.0345
"17",2012-04-01,"2012","04","01","16",1010.795,2039.78,1559.985,2570.78,-479.795,50.0345
"18",2012-04-01,"2012","04","01","17",1004.735,1884.3,1550.785,2555.52,-333.515,50.2365
"19",2012-04-01,"2012","04","01","18",989.02,1909.85,1551.595,2540.615,-358.255,50.1
"20",2012-04-01,"2012","04","01","19",980.645,1986.805,1793.185,2773.83,-193.62,50.1
"21",2012-04-01,"2012","04","01","20",981.66,2107.035,1979.76,2961.42,-127.275,49.9245
"22",2012-04-01,"2012","04","01","21",1016.38,1811.02,1820.235,2836.615,9.215,49.8585
"23",2012-04-01,"2012","04","01","22",1003.54,1952.49,1754.85,2758.39,-197.64,49.9415
"24",2012-04-01,"2012","04","01","23",1044.67,1940.65,1604.865,2649.535,-335.785,49.9075
"25",2012-04-02,"2012","04","02","00",1195.045,1999.92,1397.52,2592.565,-602.4,49.9145
"26",2012-04-02,"2012","04","02","01",974.665,1903.655,1276.53,2251.195,-627.125,50.0075
"27",2012-04-02,"2012","04","02","02",978.095,1570.24,1156.165,2134.26,-414.075,50.0565
"28",2012-04-02,"2012","04","02","03",967.065,1199.92,1093.32,2060.385,-106.6,50.005
"29",2012-04-02,"2012","04","02","04",946.73,903.12,1115.67,2062.4,212.55,50.017
"30",2012-04-02,"2012","04","02","05",944.29,1301.99,1132.05,2076.34,-169.94,49.9365
"31",2012-04-02,"2012","04","02","06",982.52,1827.27,1441.84,2424.36,-385.43,50.144
"32",2012-04-02,"2012","04","02","07",998.54,1880.375,1645.16,2643.7,-235.215,50.1685
"33",2012-04-02,"2012","04","02","08",914.415,1809.575,1721.785,2636.2,-87.79,50.12
"34",2012-04-02,"2012","04","02","09",906.46,1992.09,1805.7,2712.16,-186.39,49.985
"35",2012-04-02,"2012","04","02","10",961.04,2253.575,2020.365,2981.405,-233.21,50.0195
"36",2012-04-02,"2012","04","02","11",1048.8,2279.02,2130.13,3178.93,-148.89,49.9855
"37",2012-04-02,"2012","04","02","12",991.105,2287.735,2257.785,3248.89,-29.95,49.9195
"38",2012-04-02,"2012","04","02","13",1014.25,2204.75,2171.33,3185.58,-33.42,49.9025
"39",2012-04-02,"2012","04","02","14",1017.685,2063.015,2043.395,3061.08,-19.62,49.7675
"40",2012-04-02,"2012","04","02","15",1041.58,2063.6,2150.13,3191.71,86.53,49.717
"41",2012-04-02,"2012","04","02","16",1089.545,2043.015,2038.325,3127.87,-4.69,49.7995
"42",2012-04-02,"2012","04","02","17",1150.68,1889.645,2019.105,3169.785,129.46,50.029
"43",2012-04-02,"2012","04","02","18",1140.56,1896.78,1988.175,3128.735,91.395,50.039
"44",2012-04-02,"2012","04","02","19",1176.565,2166.69,2076.48,3253.045,-90.21,49.817
"45",2012-04-02,"2012","04","02","20",1133.97,2313.775,2204.155,3338.125,-109.62,49.922
"46",2012-04-02,"2012","04","02","21",1170.975,2174.845,1997.415,3168.39,-177.43,49.6975
"47",2012-04-02,"2012","04","02","22",1371.82,1890.545,1725.09,3096.91,-165.455,49.912
"48",2012-04-02,"2012","04","02","23",1355.12,2085.99,1562.935,2918.055,-523.055,49.6755
"49",2012-04-03,"2012","04","03","00",1264.955,2283.385,1495.64,2760.595,-787.745,49.729
"50",2012-04-03,"2012","04","03","01",1337.155,2249.965,1140.195,2477.35,-1109.77,49.7605
"51",2012-04-03,"2012","04","03","02",1330.36,1888.26,1026.565,2356.925,-861.695,49.7655
"52",2012-04-03,"2012","04","03","03",1314.555,1752.4,956.22,2270.775,-796.18,49.685
"53",2012-04-03,"2012","04","03","04",1287.32,1837.765,847.29,2134.61,-990.475,49.78
"54",2012-04-03,"2012","04","03","05",1293.88,1824.9,844.305,2138.185,-980.595,49.631
"55",2012-04-03,"2012","04","03","06",1311.925,1813.27,1118.84,2430.765,-694.43,49.7825
"56",2012-04-03,"2012","04","03","07",1275.215,1981.88,1439.86,2715.075,-542.02,49.961
"57",2012-04-03,"2012","04","03","08",1218.88,2147.795,1515.07,2733.95,-632.725,49.9315
"58",2012-04-03,"2012","04","03","09",1320.835,2330.565,1470.05,2790.885,-860.515,49.7925
"59",2012-04-03,"2012","04","03","10",1305.88,2344.34,1832.495,3138.375,-511.845,49.983
"60",2012-04-03,"2012","04","03","11",1410.595,2360.93,1911.055,3321.65,-449.875,49.7655
"61",2012-04-03,"2012","04","03","12",1383.58,2345.615,1931.045,3314.625,-414.57,49.685
"62",2012-04-03,"2012","04","03","13",1343.92,2279.55,1943.365,3287.285,-336.185,49.68
"63",2012-04-03,"2012","04","03","14",1361.615,2216.715,1859.67,3221.285,-357.045,49.6675
"64",2012-04-03,"2012","04","03","15",1301.78,2196.19,2065.765,3367.545,-130.425,49.8095
"65",2012-04-03,"2012","04","03","16",1324.2,2227.42,2065.16,3389.36,-162.26,49.6705
"66",2012-04-03,"2012","04","03","17",1354.575,2209.2,2060.81,3415.385,-148.39,49.7975
"67",2012-04-03,"2012","04","03","18",1367.575,2242.125,1848.1,3215.675,-394.025,50.066
"68",2012-04-03,"2012","04","03","19",1360.66,2510.895,2036.1,3396.76,-474.795,49.5945
"69",2012-04-03,"2012","04","03","20",963.62,2596.16,2015.54,2979.16,-580.62,49.778
"70",2012-04-03,"2012","04","03","21",1052.76,2419.045,1961.615,3014.375,-457.43,49.949
"71",2012-04-03,"2012","04","03","22",1173.095,2359.415,1934.06,3107.155,-425.355,49.741
"72",2012-04-03,"2012","04","03","23",1167.885,2467.22,1988.59,3156.475,-478.63,49.7145
"73",2012-04-04,"2012","04","04","00",1223.965,2215.715,1668.575,2892.54,-547.14,49.8215
"74",2012-04-04,"2012","04","04","01",1229.395,1820.665,1383.825,2613.22,-436.84,49.9025
"75",2012-04-04,"2012","04","04","02",1284.78,1665.085,1221.15,2505.93,-443.935,49.7655
"76",2012-04-04,"2012","04","04","03",1272.94,1737.635,1117.02,2389.96,-620.615,49.6875
"77",2012-04-04,"2012","04","04","04",1249.725,1613.315,1055.57,2305.295,-557.745,49.822
"78",2012-04-04,"2012","04","04","05",1261.735,1752.345,1037.365,2299.1,-714.98,49.663
"79",2012-04-04,"2012","04","04","06",1169.96,1862.265,1340.58,2510.54,-521.685,49.8605
"80",2012-04-04,"2012","04","04","07",1156.66,1860.735,1614.965,2771.625,-245.77,50.029
"81",2012-04-04,"2012","04","04","08",1116.315,1978.28,1622.915,2739.23,-355.365,50.188
"82",2012-04-04,"2012","04","04","09",1132.08,2142.085,1704.465,2836.545,-437.62,49.9195
"83",2012-04-04,"2012","04","04","10",974.545,2255.91,2169.5,3144.045,-86.41,50.0855
"84",2012-04-04,"2012","04","04","11",929.205,2350.105,2456.045,3385.25,105.94,49.88
"85",2012-04-04,"2012","04","04","12",1031.335,2358.09,2315.515,3346.85,-42.575,49.993
"86",2012-04-04,"2012","04","04","13",1132.73,2335.82,2247.745,3380.475,-88.075,49.9215
"87",2012-04-04,"2012","04","04","14",1193.87,2312.975,2119.005,3312.875,-193.97,49.8365
"88",2012-04-04,"2012","04","04","15",1220.87,2342.63,2242.76,3463.63,-99.87,49.905
"89",2012-04-04,"2012","04","04","16",1231.985,2325.75,2191.075,3423.06,-134.675,49.6725
"90",2012-04-04,"2012","04","04","17",1364.095,2283.965,2039.98,3404.075,-243.985,49.729
"91",2012-04-04,"2012","04","04","18",1385.85,2259.97,1975.11,3360.96,-284.86,50
"92",2012-04-04,"2012","04","04","19",1448.07,2371.075,1930.87,3378.94,-440.205,49.9145
"93",2012-04-04,"2012","04","04","20",1293.76,2428.02,2238.155,3531.915,-189.865,49.8195
"94",2012-04-04,"2012","04","04","21",1195.165,2398.675,2115.995,3311.16,-282.68,49.9145
"95",2012-04-04,"2012","04","04","22",1210.085,2330.51,1992.875,3202.96,-337.635,49.714
"96",2012-04-04,"2012","04","04","23",1247.515,2262.735,1881.905,3129.42,-380.83,49.697
"97",2012-04-05,"2012","04","05","00",1364.93,2099.74,1564.69,2929.62,-535.05,49.912
"98",2012-04-05,"2012","04","05","01",1413.335,2168.905,1273.03,2686.365,-895.875,49.7335
"99",2012-04-05,"2012","04","05","02",1397.44,2115.815,1146.265,2543.705,-969.55,49.866
"100",2012-04-05,"2012","04","05","03",1249.59,2044.385,1207.54,2457.13,-836.845,50.1025
"101",2012-04-05,"2012","04","05","04",1116.92,2075.31,1267.575,2384.495,-807.735,50.012
"102",2012-04-05,"2012","04","05","05",1154.535,2148.63,1189.075,2343.61,-959.555,49.8875
"103",2012-04-05,"2012","04","05","06",1326.725,2145.66,1095.235,2421.96,-1050.425,49.9925
"104",2012-04-05,"2012","04","05","07",1339.355,2292.07,1234.115,2573.47,-1057.955,50.286
"105",2012-04-05,"2012","04","05","08",1309.05,2106.535,1343.865,2652.915,-762.67,50.1295
"106",2012-04-05,"2012","04","05","09",1307.205,1966.475,1419.495,2726.7,-546.98,50.046
"107",2012-04-05,"2012","04","05","10",1317.485,2024.86,1744.45,3061.935,-280.41,50.0565
"108",2012-04-05,"2012","04","05","11",1311.28,2073.45,1925.85,3237.13,-147.6,49.9095
"109",2012-04-05,"2012","04","05","12",1360.655,2078.535,1952.99,3313.645,-125.545,49.8415
"110",2012-04-05,"2012","04","05","13",1367.515,2216.345,1891.86,3259.375,-324.485,49.9365
"111",2012-04-05,"2012","04","05","14",1326.68,2238.725,1815.62,3142.3,-423.105,50.0025
"112",2012-04-05,"2012","04","05","15",1341.11,2390.025,1913.9,3255.01,-476.125,49.7825
"113",2012-04-05,"2012","04","05","16",1350.57,2363.18,1929.71,3280.28,-433.47,49.9095
"114",2012-04-05,"2012","04","05","17",1314.68,2340.055,1962.8,3277.48,-377.255,49.9875
"115",2012-04-05,"2012","04","05","18",1304.885,2322.35,1950.695,3255.58,-371.655,50.1465
"116",2012-04-05,"2012","04","05","19",1323.105,2416.535,1984.425,3307.53,-432.11,49.8925
"117",2012-04-05,"2012","04","05","20",1320.4,2467.905,2178.655,3499.055,-289.25,49.927
"118",2012-04-05,"2012","04","05","21",1339.99,2469.555,1985.195,3325.185,-484.36,49.9435
"119",2012-04-05,"2012","04","05","22",1374.715,2316.475,1781.945,3156.66,-534.53,49.856
"120",2012-04-05,"2012","04","05","23",1367.595,2198,1732.93,3100.525,-465.07,49.861
"121",2012-04-06,"2012","04","06","00",1403.835,2118.145,1599.375,3003.21,-518.77,49.863
"122",2012-04-06,"2012","04","06","01",1310.855,2019.815,1432.495,2743.35,-587.32,49.9855
"123",2012-04-06,"2012","04","06","02",1264.655,1970.815,1336.015,2600.67,-634.8,50.11
"124",2012-04-06,"2012","04","06","03",1266.78,1838.31,1215.325,2482.105,-622.985,50.012
"125",2012-04-06,"2012","04","06","04",1270.835,1677.995,1142.89,2413.725,-535.105,50.0785
"126",2012-04-06,"2012","04","06","05",1273.93,1551.665,1126.545,2400.475,-425.12,50.0685
"127",2012-04-06,"2012","04","06","06",1300.93,1559,1193.47,2494.4,-365.53,50.12
"128",2012-04-06,"2012","04","06","07",1257.685,1793.72,1353.49,2611.175,-440.23,50.232
"129",2012-04-06,"2012","04","06","08",1233.635,2049.1,1453.06,2686.695,-596.04,50.176
"130",2012-04-06,"2012","04","06","09",1253.655,2086.205,1483.145,2736.8,-603.06,50.093
"131",2012-04-06,"2012","04","06","10",1270.465,1970.69,1751.21,3021.675,-219.48,50.078
"132",2012-04-06,"2012","04","06","11",1287.455,1952.475,1963.905,3251.36,11.43,49.9855
"133",2012-04-06,"2012","04","06","12",1257.52,2220.65,2054.005,3311.525,-166.645,49.9095
"134",2012-04-06,"2012","04","06","13",1245.63,2337.485,2031.38,3277.01,-306.105,50
"135",2012-04-06,"2012","04","06","14",1232.755,2285.815,1930.475,3163.23,-355.34,49.9905
"136",2012-04-06,"2012","04","06","15",1238.865,2300.63,2047.085,3285.95,-253.545,49.966
"137",2012-04-06,"2012","04","06","16",1244.455,2303.695,2083.095,3327.55,-220.6,49.9925
"138",2012-04-06,"2012","04","06","17",1247.31,2257.4,2052.605,3299.915,-204.795,49.8415
"139",2012-04-06,"2012","04","06","18",1250.575,2247.385,2041.37,3291.945,-206.015,50.112
"140",2012-04-06,"2012","04","06","19",1287.71,2360.05,2103.945,3391.655,-256.105,49.763
"141",2012-04-06,"2012","04","06","20",1331.03,2361.86,2188.5,3519.53,-173.36,49.746
"142",2012-04-06,"2012","04","06","21",1291.665,2346.45,2080.325,3371.99,-266.125,49.8925
"143",2012-04-06,"2012","04","06","22",1327.595,2327.75,1960.29,3287.885,-367.46,49.871
"144",2012-04-06,"2012","04","06","23",1324.38,2229.965,1887.9,3212.28,-342.065,49.7655
"145",2012-04-07,"2012","04","07","00",1308.94,2252.42,1753.845,3062.785,-498.575,49.8165
"146",2012-04-07,"2012","04","07","01",1318.025,2137.905,1517.775,2835.8,-620.13,49.841
"147",2012-04-07,"2012","04","07","02",1308.915,1893.77,1382.04,2690.955,-511.73,49.907
"148",2012-04-07,"2012","04","07","03",1314.35,1582.525,1262.055,2576.405,-320.47,49.8755
"149",2012-04-07,"2012","04","07","04",1302.765,1533.145,1203.37,2506.135,-329.775,50.0245
"150",2012-04-07,"2012","04","07","05",1309.745,1545.12,1146.34,2456.085,-398.78,50.01
"151",2012-04-07,"2012","04","07","06",1315.515,1779.46,1235.275,2550.79,-544.185,50.0125
"152",2012-04-07,"2012","04","07","07",1301.865,1919.07,1400.455,2702.32,-518.615,50.078
"153",2012-04-07,"2012","04","07","08",1288.985,2200.555,1458.6,2747.585,-741.955,50.0635
"154",2012-04-07,"2012","04","07","09",1272.815,2225.21,1503.82,2776.635,-721.39,50.056
"155",2012-04-07,"2012","04","07","10",1258.225,2218.015,1822.765,3080.99,-395.25,50.027
"156",2012-04-07,"2012","04","07","11",1255.59,2244.59,2027.5,3283.09,-217.09,49.8655
"157",2012-04-07,"2012","04","07","12",1256.27,2262.12,2083.24,3339.51,-178.88,49.858
"158",2012-04-07,"2012","04","07","13",1240.235,2330.79,2077.205,3317.44,-253.585,49.961
"159",2012-04-07,"2012","04","07","14",1216.465,2338.295,2025.23,3241.695,-313.065,50.061
"160",2012-04-07,"2012","04","07","15",1209.17,2346.945,2146.74,3355.91,-200.205,49.9435
"161",2012-04-07,"2012","04","07","16",1225.21,2370.765,2112.755,3337.965,-258.01,49.917
"162",2012-04-07,"2012","04","07","17",1208.285,2345.645,2098.465,3306.75,-247.18,49.971
"163",2012-04-07,"2012","04","07","18",1216.375,2324.295,2057.555,3273.93,-266.74,50.198
"164",2012-04-07,"2012","04","07","19",1234.93,2473.685,2093.105,3328.035,-380.58,49.988
"165",2012-04-07,"2012","04","07","20",1260.44,2524.83,2233.655,3494.095,-291.175,49.712
"166",2012-04-07,"2012","04","07","21",1268.115,2475.52,2064.32,3332.435,-411.2,49.939
"167",2012-04-07,"2012","04","07","22",1284.185,2432.745,1942.795,3226.98,-489.95,49.917
"168",2012-04-07,"2012","04","07","23",1252.695,2395.18,1947.145,3199.84,-448.035,49.734
"169",2012-04-08,"2012","04","08","00",1243.71,1955.65,1812.13,3055.84,-143.52,49.8315
"170",2012-04-08,"2012","04","08","01",1288.34,1756.3,1529.26,2817.6,-227.04,49.719
"171",2012-04-08,"2012","04","08","02",1345.785,1876.23,1377.265,2723.05,-498.965,49.773
"172",2012-04-08,"2012","04","08","03",1304.56,2009.01,1359.58,2664.14,-649.43,49.939
"173",2012-04-08,"2012","04","08","04",1258.85,1529.61,1275.68,2534.53,-253.93,49.983
"174",2012-04-08,"2012","04","08","05",1269.51,1618.14,1217.8,2487.31,-400.34,49.8855
"175",2012-04-08,"2012","04","08","06",1279.66,1918.93,1236.885,2516.545,-682.045,50.0515
"176",2012-04-08,"2012","04","08","07",1263.31,2199.855,1318.25,2581.56,-881.605,50.1295
"177",2012-04-08,"2012","04","08","08",1253.73,2101.47,1296.77,2550.5,-804.7,50.0635
"178",2012-04-08,"2012","04","08","09",1263.98,2041.645,1378.175,2642.155,-663.47,50.161
"179",2012-04-08,"2012","04","08","10",1259.365,2063.455,1516.255,2775.62,-547.2,50.0905
"180",2012-04-08,"2012","04","08","11",1256.71,2087.92,1652.455,2909.165,-435.465,50
"181",2012-04-08,"2012","04","08","12",1260.72,2101.27,1675.215,2935.935,-426.055,49.912
"182",2012-04-08,"2012","04","08","13",1269.535,2155.42,1721.015,2990.55,-434.405,50.088
"183",2012-04-08,"2012","04","08","14",1240.595,2211.795,1682.915,2923.51,-528.88,49.963
"184",2012-04-08,"2012","04","08","15",1244.095,2113.845,1753.085,2997.18,-360.76,49.9855
"185",2012-04-08,"2012","04","08","16",1245.8,2020.615,1738.88,2984.68,-281.735,49.849
"186",2012-04-08,"2012","04","08","17",1213.16,1984.47,1749.575,2962.735,-234.895,50.215
"187",2012-04-08,"2012","04","08","18",1163.77,1950.925,1767.35,2931.12,-183.575,50.2175
"188",2012-04-08,"2012","04","08","19",1217.96,2305.045,1849.335,3067.295,-455.71,50.088
"189",2012-04-08,"2012","04","08","20",1211.495,2510.99,2052.695,3264.19,-458.295,49.9075
"190",2012-04-08,"2012","04","08","21",1257.545,2489.83,1950.095,3207.64,-539.735,49.9435
"191",2012-04-08,"2012","04","08","22",1231.455,2490.785,1972.235,3203.69,-518.55,50.054
"192",2012-04-08,"2012","04","08","23",1199.955,2093.75,2024.425,3224.38,-69.325,49.917
"193",2012-04-09,"2012","04","09","00",1318.7,2147.155,1870.185,3188.885,-276.97,49.7875
"194",2012-04-09,"2012","04","09","01",1204.465,1720.825,1661.545,2866.01,-59.28,49.929
"195",2012-04-09,"2012","04","09","02",1229.4,1652.33,1482.57,2711.97,-169.76,49.802
"196",2012-04-09,"2012","04","09","03",1221.99,1642.68,1400.485,2622.475,-242.195,50
"197",2012-04-09,"2012","04","09","04",1206.74,1767.53,1329.965,2536.705,-437.565,50.0045
"198",2012-04-09,"2012","04","09","05",1224.395,1777.7,1274.25,2498.645,-503.45,49.856
"199",2012-04-09,"2012","04","09","06",1277.305,2003.495,1350.355,2627.66,-653.14,49.941
"200",2012-04-09,"2012","04","09","07",1243.48,2342.37,1503.12,2746.6,-839.25,50.039
"201",2012-04-09,"2012","04","09","08",1240.735,2431.52,1486.06,2726.795,-945.46,50.1025
"202",2012-04-09,"2012","04","09","09",1231.79,2378.48,1611.5,2843.29,-766.98,50.005
"203",2012-04-09,"2012","04","09","10",1262.78,2283.775,1965.4,3228.18,-318.375,50.0245
"204",2012-04-09,"2012","04","09","11",1233.515,2463.225,2217.805,3451.32,-245.42,49.895
"205",2012-04-09,"2012","04","09","12",1238.185,2520.44,2251.68,3489.865,-268.76,49.829
"206",2012-04-09,"2012","04","09","13",1235.52,2430.55,2220.15,3455.67,-210.4,49.912
"207",2012-04-09,"2012","04","09","14",1220.805,2412.65,2177.535,3398.34,-235.115,49.829
"208",2012-04-09,"2012","04","09","15",1238.82,2418.26,2337.915,3576.735,-80.345,49.868
"209",2012-04-09,"2012","04","09","16",1359.66,2458.215,2270.5,3630.16,-187.715,49.983
"210",2012-04-09,"2012","04","09","17",1384.955,2396.005,2179.94,3564.895,-216.065,50.0535
"211",2012-04-09,"2012","04","09","18",1285.74,2404.715,2176.4,3462.14,-228.315,50.11
"212",2012-04-09,"2012","04","09","19",1322.73,2556.34,2159.67,3482.4,-396.67,49.998
"213",2012-04-09,"2012","04","09","20",1405.415,2598.075,2206.265,3611.68,-391.81,49.949
"214",2012-04-09,"2012","04","09","21",1380.7,2545.28,2090.27,3470.97,-455.01,49.741
"215",2012-04-09,"2012","04","09","22",1432.37,2489.9,1966.975,3399.345,-522.925,49.976
"216",2012-04-09,"2012","04","09","23",1431.485,2425.84,2031.425,3462.91,-394.415,49.4945
"217",2012-04-10,"2012","04","10","00",1203.32,2327.27,1923.67,3126.99,-403.6,50.0615
"218",2012-04-10,"2012","04","10","01",1344.7,2326.745,1722.66,3067.36,-604.085,49.736
"219",2012-04-10,"2012","04","10","02",1345.565,2315.67,1551.845,2897.41,-763.825,49.775
"220",2012-04-10,"2012","04","10","03",1264.245,2060.385,1497.125,2761.37,-563.26,49.8385
"221",2012-04-10,"2012","04","10","04",1265.075,2019.17,1396.31,2661.385,-622.86,49.8975
"222",2012-04-10,"2012","04","10","05",1275.36,1703.25,1352.9,2628.26,-350.35,49.866
"223",2012-04-10,"2012","04","10","06",1277.095,1742.22,1460.19,2737.285,-282.03,49.9755
"224",2012-04-10,"2012","04","10","07",1289.355,2031,1565.49,2854.845,-465.51,49.878
"225",2012-04-10,"2012","04","10","08",1308.335,2311.73,1482.355,2790.69,-829.375,50.0585
"226",2012-04-10,"2012","04","10","09",1305.41,2261.435,1576.985,2882.395,-684.45,50.171
"227",2012-04-10,"2012","04","10","10",1256.92,2146.975,1997.155,3254.075,-149.82,50.046
"228",2012-04-10,"2012","04","10","11",1233.235,2276.795,2174.995,3408.23,-101.8,49.8605
"229",2012-04-10,"2012","04","10","12",1215.09,2514.37,2331.57,3546.66,-182.8,49.973
"230",2012-04-10,"2012","04","10","13",1256.01,2507.33,2273.155,3529.165,-234.175,49.9415
"231",2012-04-10,"2012","04","10","14",1268.52,2504.06,2251.38,3519.9,-252.68,49.944
"232",2012-04-10,"2012","04","10","15",1252.38,2446.965,2421.795,3674.175,-25.17,49.8705
"233",2012-04-10,"2012","04","10","16",1300.225,2494.055,2411.075,3711.3,-82.98,49.741
"234",2012-04-10,"2012","04","10","17",1337.535,2435.18,1920.885,3258.42,-514.295,50.149
"235",2012-04-10,"2012","04","10","18",875.915,2235.11,1598.27,2474.185,-636.84,50.1735
"236",2012-04-10,"2012","04","10","19",911.39,1929.675,2008.365,2919.755,78.69,50.137
"237",2012-04-10,"2012","04","10","20",966.015,2452.96,2121.07,3087.085,-331.89,49.998
"238",2012-04-10,"2012","04","10","21",997.575,2409.155,2059.705,3057.28,-349.45,50.142
"239",2012-04-10,"2012","04","10","22",1011.77,2339.965,2054.9,3066.67,-285.065,50.076
"240",2012-04-10,"2012","04","10","23",1004.63,2330.21,2078.395,3083.025,-251.815,50.122
"241",2012-04-11,"2012","04","11","00",1015.755,2305.495,1764.63,2780.385,-540.865,50.1955
"242",2012-04-11,"2012","04","11","01",993.92,1761.05,1752.855,2746.775,-8.195,50.2125
"243",2012-04-11,"2012","04","11","02",997.325,1775.705,1622.525,2619.85,-153.18,50.0955
"244",2012-04-11,"2012","04","11","03",1000.21,1591.025,1503.185,2503.395,-87.84,50.132
"245",2012-04-11,"2012","04","11","04",998.925,1414.595,1412.47,2411.395,-2.125,50.2345
"246",2012-04-11,"2012","04","11","05",1001.69,1461.22,1257.765,2259.455,-203.455,50.0565
"247",2012-04-11,"2012","04","11","06",974.32,1782.33,1384.405,2358.725,-397.925,50.2075
"248",2012-04-11,"2012","04","11","07",950.895,1857.955,1659.755,2610.65,-198.2,50.137
"249",2012-04-11,"2012","04","11","08",991.105,1549.82,1610.155,2601.26,60.335,50.237
"250",2012-04-11,"2012","04","11","09",991.365,1803.16,1701.99,2693.355,-101.17,50.154
"251",2012-04-11,"2012","04","11","10",984.425,2379.1,1984.385,2968.81,-394.715,50.1095
"252",2012-04-11,"2012","04","11","11",1006.92,2433.14,2059.03,3065.95,-374.11,50.071
"253",2012-04-11,"2012","04","11","12",1033.045,2345.59,2061.44,3094.485,-284.15,50.0195
"254",2012-04-11,"2012","04","11","13",1074.555,2363.675,1970.875,3045.43,-392.8,49.9585
"255",2012-04-11,"2012","04","11","14",1046.695,2318.46,1892.6,2939.295,-425.86,49.8825
"256",2012-04-11,"2012","04","11","15",1050.485,2252.2,2043.62,3094.105,-208.58,49.8805
"257",2012-04-11,"2012","04","11","16",1047.51,2284.53,2054.015,3101.525,-230.515,50.0565
"258",2012-04-11,"2012","04","11","17",1043.82,2525.395,2067.625,3111.445,-457.77,50.0905
"259",2012-04-11,"2012","04","11","18",1035.56,2535.365,2082.63,3118.19,-452.735,50.1685
"260",2012-04-11,"2012","04","11","19",1039.15,2451.59,2151.65,3190.8,-299.94,50.093
"261",2012-04-11,"2012","04","11","20",1058.685,2482.14,2244.7,3303.385,-237.44,49.9
"262",2012-04-11,"2012","04","11","21",1033.33,2429.265,2048.945,3082.275,-380.32,50.0855
"263",2012-04-11,"2012","04","11","22",1041.045,2380.59,1886.355,2927.4,-494.235,50.2025
"264",2012-04-11,"2012","04","11","23",1052.465,2363.07,1747.9,2800.365,-615.17,50.0245
"265",2012-04-12,"2012","04","12","00",1124.785,2382.485,1626.825,2751.61,-755.66,50.1
"266",2012-04-12,"2012","04","12","01",969.39,1800.195,1433.375,2402.765,-366.82,50.0095
"267",2012-04-12,"2012","04","12","02",968.565,1590.505,1312.39,2280.955,-278.115,50.137
"268",2012-04-12,"2012","04","12","03",967.905,1525.505,1198.965,2166.87,-326.54,50.0635
"269",2012-04-12,"2012","04","12","04",970.1,1528.705,1120.915,2091.015,-407.79,50.1075
"270",2012-04-12,"2012","04","12","05",966.92,1596.525,1112.445,2079.365,-484.08,49.9925
"271",2012-04-12,"2012","04","12","06",983.925,1822.035,1285.335,2269.26,-536.7,50.0025
"272",2012-04-12,"2012","04","12","07",1045.16,1978.23,1510.15,2555.31,-468.08,50.166
"273",2012-04-12,"2012","04","12","08",1041.61,1978.23,1496.775,2538.385,-481.455,50.171
"274",2012-04-12,"2012","04","12","09",1058.695,2247.42,1597.895,2656.59,-649.525,50.083
"275",2012-04-12,"2012","04","12","10",1044.73,2211.78,1949.665,2994.395,-262.115,50.0295
"276",2012-04-12,"2012","04","12","11",1029.155,2186.83,2169.36,3198.515,-17.47,49.9805
"277",2012-04-12,"2012","04","12","12",1031.705,2272.85,2241.745,3273.45,-31.105,50.0125
"278",2012-04-12,"2012","04","12","13",1019.7,2378.225,2178.81,3198.51,-199.415,50.1225
"279",2012-04-12,"2012","04","12","14",1014.995,2368.95,2105.64,3120.635,-263.31,50.0345
"280",2012-04-12,"2012","04","12","15",1011.285,2425.64,2264.88,3276.165,-160.76,49.8335
"281",2012-04-12,"2012","04","12","16",1086.965,2392.595,2232.595,3319.56,-160,50.088
"282",2012-04-12,"2012","04","12","17",1011.075,2381.26,2350.305,3361.38,-30.955,50.115
"283",2012-04-12,"2012","04","12","18",873.375,2456.68,2398.14,3271.515,-58.54,50.0635
